Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Reactome Gene Sets,6,R-HSA-69656,Cyclin A:Cdk2-associated events at S phase entry,,-7.7,35,14,30284,65,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-5.3,Down
Reactome Gene Sets,6,R-HSA-69052,Switching of origins to a post-replicative state,,-7.5,33,14,30284,68,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-5.2,Down
Reactome Gene Sets,6,R-HSA-8878159,Transcriptional regulation by RUNX3,,-7.5,33,14,30284,68,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-5.2,Down
Reactome Gene Sets,6,R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,,-7.4,11,9.4,30284,354,81,10,12,3.7,1950|4478|5037|5687|5690|5691|5692|5694|5695|7415,EGF|MSN|PEBP1|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|VCP,-5.1,Down
Reactome Gene Sets,6,R-HSA-5668541,TNFR2 non-canonical NF-kB pathway,,-7.3,31,13,30284,73,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-5.1,Down
Reactome Gene Sets,6,R-HSA-5689603,UCH proteinases,,-7.2,29,13,30284,77,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-4.9,Down
Reactome Gene Sets,6,R-HSA-69481,G2/M Checkpoints,,-7.2,20,11,30284,132,81,7,8.6,3.1,5687|5690|5691|5692|5694|5695|7334,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|UBE2N,-4.9,Down
KEGG Pathway,24,hsa05010,Alzheimer disease,,-7,9.6,8.8,30284,391,81,10,12,3.7,351|823|5682|5684|5687|5690|5691|5692|5694|5695,APP|CAPN1|PSMA1|PSMA3|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-4.7,Down
Reactome Gene Sets,6,R-HSA-5610787,Hedgehog 'off' state,,-7,27,12,30284,83,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-4.7,Down
Reactome Gene Sets,6,R-HSA-9010553,Regulation of expression of SLITs and ROBOs,,-7,19,11,30284,141,81,7,8.6,3.1,3921|5687|5690|5691|5692|5694|5695,RPSA|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-4.7,Down
Reactome Gene Sets,6,R-HSA-1280218,Adaptive Immune System,,-7,7.2,8.1,30284,627,81,12,15,3.9,2923|5687|5690|5691|5692|5694|5695|7334|26153|27071|131405|340205,PDIA3|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|UBE2N|KIF26A|DAPP1|TRIM71|TREML1,-4.7,Down
Reactome Gene Sets,6,R-HSA-8878166,Transcriptional regulation by RUNX2,,-6.9,26,12,30284,86,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-4.6,Down
Reactome Gene Sets,6,R-HSA-162909,Host Interactions of HIV factors,,-6.9,26,12,30284,87,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-4.6,Down
Reactome Gene Sets,6,R-HSA-983169,Class I MHC mediated antigen processing & presentation,,-6.9,11,9.1,30284,307,81,9,11,3.5,2923|5687|5690|5691|5692|5694|5695|7334|131405,PDIA3|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|UBE2N|TRIM71,-4.6,Down
Reactome Gene Sets,6,R-HSA-5673001,RAF/MAP kinase cascade,,-6.8,13,9.6,30284,224,81,8,9.9,3.3,1950|5037|5687|5690|5691|5692|5694|5695,EGF|PEBP1|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-4.5,Down
Reactome Gene Sets,6,R-HSA-1280215,Cytokine Signaling in Immune system,,-6.8,6.9,7.9,30284,651,81,12,15,3.9,3312|4478|5034|5687|5690|5691|5692|5694|5695|5721|7184|7334,HSPA8|MSN|P4HB|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|PSME2|HSP90B1|UBE2N,-4.5,Down
Reactome Gene Sets,6,R-HSA-5619115,Disorders of transmembrane transporters,,-6.8,17,10,30284,150,81,7,8.6,3.1,5687|5690|5691|5692|5694|5695|7415,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|VCP,-4.5,Down
Reactome Gene Sets,6,R-HSA-5684996,MAPK1/MAPK3 signaling,,-6.8,13,9.5,30284,227,81,8,9.9,3.3,1950|5037|5687|5690|5691|5692|5694|5695,EGF|PEBP1|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-4.5,Down
Reactome Gene Sets,6,R-HSA-69239,Synthesis of DNA,,-6.6,23,11,30284,96,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-4.4,Down
Reactome Gene Sets,6,R-HSA-109581,Apoptosis,,-6.6,23,11,30284,97,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-4.4,Down
Reactome Gene Sets,6,R-HSA-6807070,PTEN Regulation,,-6.6,23,11,30284,98,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-4.3,Down
Reactome Gene Sets,6,R-HSA-5688426,Deubiquitination,,-6.6,12,9.2,30284,241,81,8,9.9,3.3,5687|5690|5691|5692|5694|5695|7415|8724,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|VCP|SNX3,-4.3,Down
Reactome Gene Sets,6,R-HSA-8939236,RUNX1 regulates transcription of genes involved in differentiation of HSCs,,-6.5,22,11,30284,100,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-4.3,Down
Reactome Gene Sets,6,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,,-6.5,12,9.2,30284,243,81,8,9.9,3.3,5687|5690|5691|5692|5694|5695|7334|131405,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|UBE2N|TRIM71,-4.3,Down
Reactome Gene Sets,6,R-HSA-9758941,Gastrulation,,-6.5,22,11,30284,102,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-4.3,Down
Reactome Gene Sets,6,R-HSA-69206,G1/S Transition,,-6.4,21,11,30284,107,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-4.1,Down
Reactome Gene Sets,6,R-HSA-5683057,MAPK family signaling cascades,,-6.3,12,8.9,30284,257,81,8,9.9,3.3,1950|5037|5687|5690|5691|5692|5694|5695,EGF|PEBP1|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-4.1,Down
Reactome Gene Sets,6,R-HSA-3858494,Beta-catenin independent WNT signaling,,-6.3,21,11,30284,108,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-4.1,Down
Reactome Gene Sets,6,R-HSA-376176,Signaling by ROBO receptors,,-6.3,15,9.5,30284,177,81,7,8.6,3.1,3921|5687|5690|5691|5692|5694|5695,RPSA|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-4.1,Down
Reactome Gene Sets,6,R-HSA-5689880,Ub-specific processing proteases,,-6.3,15,9.5,30284,178,81,7,8.6,3.1,5687|5690|5691|5692|5694|5695|8724,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|SNX3,-4.1,Down
GO Biological Processes,19,GO:0006163,purine nucleotide metabolic process,19_GO:0009987 cellular process,-6.2,9.1,8.1,30284,371,81,9,11,3.5,226|2618|3312|3945|4830|7415|8833|11164|25824,ALDOA|GART|HSPA8|LDHB|NME1|VCP|GMPS|NUDT5|PRDX5,-4,Down
KEGG Pathway,24,hsa05012,Parkinson disease,,-6.2,11,8.6,30284,271,81,8,9.9,3.3,5682|5684|5687|5690|5691|5692|5694|5695,PSMA1|PSMA3|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-4,Down
Reactome Gene Sets,6,R-HSA-68882,Mitotic Anaphase,,-6.2,14,9.3,30284,186,81,7,8.6,3.1,4000|5687|5690|5691|5692|5694|5695,LMNA|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-4,Down
Reactome Gene Sets,6,R-HSA-5357801,Programmed Cell Death,,-6.1,19,10,30284,116,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-4,Down
Reactome Gene Sets,6,R-HSA-2555396,Mitotic Metaphase and Anaphase,,-6.1,14,9.2,30284,187,81,7,8.6,3.1,4000|5687|5690|5691|5692|5694|5695,LMNA|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-3.9,Down
Reactome Gene Sets,6,R-HSA-453279,Mitotic G1 phase and G1/S transition,,-6.1,19,10,30284,120,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-3.9,Down
Reactome Gene Sets,6,R-HSA-68867,Assembly of the pre-replicative complex,,-6,18,10,30284,122,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-3.8,Down
Reactome Gene Sets,6,R-HSA-157118,Signaling by NOTCH,,-6,13,9,30284,197,81,7,8.6,3.1,1950|5687|5690|5691|5692|5694|5695,EGF|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-3.8,Down
Reactome Gene Sets,6,R-HSA-8951664,Neddylation,,-6,13,8.9,30284,199,81,7,8.6,3.1,5687|5690|5691|5692|5694|5695|7415,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|VCP,-3.8,Down
Reactome Gene Sets,6,R-HSA-1257604,PIP3 activates AKT signaling,,-5.9,13,8.9,30284,200,81,7,8.6,3.1,1950|5687|5690|5691|5692|5694|5695,EGF|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-3.8,Down
Reactome Gene Sets,6,R-HSA-69242,S Phase,,-5.8,17,9.6,30284,131,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-3.7,Down
Reactome Gene Sets,6,R-HSA-69002,DNA Replication Pre-Initiation,,-5.7,16,9.3,30284,137,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-3.6,Down
KEGG Pathway,24,hsa05016,Huntington disease,,-5.7,9.6,7.9,30284,311,81,8,9.9,3.3,5682|5684|5687|5690|5691|5692|5694|5695,PSMA1|PSMA3|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-3.6,Down
GO Biological Processes,19,GO:0009117,nucleotide metabolic process,19_GO:0009987 cellular process,-5.6,7.8,7.4,30284,431,81,9,11,3.5,226|2618|3312|3945|4830|7415|8833|11164|25824,ALDOA|GART|HSPA8|LDHB|NME1|VCP|GMPS|NUDT5|PRDX5,-3.5,Down
WikiPathways,27,WP3888,VEGFA VEGFR2 signaling,,-5.6,7.8,7.4,30284,432,81,9,11,3.5,226|813|2060|4673|5034|5879|7114|8665|8775,ALDOA|CALU|EPS15|NAP1L1|P4HB|RAC1|TMSB4X|EIF3F|NAPA,-3.5,Down
Reactome Gene Sets,6,R-HSA-6798695,Neutrophil degranulation,,-5.6,7.7,7.3,30284,435,81,9,11,3.5,823|2665|3312|4125|5695|7415|10549|23526|29952,CAPN1|GDI2|HSPA8|MAN2B1|PSMB7|VCP|PRDX4|ARHGAP45|DPP7,-3.4,Down
GO Biological Processes,19,GO:0006457,protein folding,19_GO:0009987 cellular process,-5.6,12,8.3,30284,226,81,7,8.6,3.1,2923|3312|5034|7184|10549|10808|10961,PDIA3|HSPA8|P4HB|HSP90B1|PRDX4|HSPH1|ERP29,-3.4,Down
GO Biological Processes,19,GO:0034975,protein folding in endoplasmic reticulum,19_GO:0009987 cellular process,-5.5,1.00E+02,17,30284,11,81,3,3.7,2.1,2923|5034|7184,PDIA3|P4HB|HSP90B1,-3.4,Down
Reactome Gene Sets,6,R-HSA-422475,Axon guidance,,-5.5,7.5,7.2,30284,446,81,9,11,3.5,3312|3921|4478|5687|5690|5691|5692|5694|5695,HSPA8|RPSA|MSN|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-3.4,Down
Reactome Gene Sets,6,R-HSA-2467813,Separation of Sister Chromatids,,-5.5,15,8.9,30284,150,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-3.3,Down
GO Biological Processes,19,GO:0006753,nucleoside phosphate metabolic process,19_GO:0009987 cellular process,-5.5,6.5,6.9,30284,578,81,10,12,3.7,226|2618|3312|3945|4830|7360|7415|8833|11164|25824,ALDOA|GART|HSPA8|LDHB|NME1|UGP2|VCP|GMPS|NUDT5|PRDX5,-3.3,Down
Reactome Gene Sets,6,R-HSA-71291,Metabolism of amino acids and derivatives,,-5.5,8.9,7.5,30284,336,81,8,9.9,3.3,2875|3921|5687|5690|5691|5692|5694|5695,GPT|RPSA|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-3.3,Down
Reactome Gene Sets,6,R-HSA-9006925,Intracellular signaling by second messengers,,-5.5,11,8.1,30284,236,81,7,8.6,3.1,1950|5687|5690|5691|5692|5694|5695,EGF|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-3.3,Down
Reactome Gene Sets,6,R-HSA-69620,Cell Cycle Checkpoints,,-5.5,11,8,30284,237,81,7,8.6,3.1,5687|5690|5691|5692|5694|5695|7334,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|UBE2N,-3.3,Down
Reactome Gene Sets,6,R-HSA-69275,G2/M Transition,,-5.4,14,8.6,30284,157,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-3.2,Down
Reactome Gene Sets,6,R-HSA-9675108,Nervous system development,,-5.4,7.2,7,30284,467,81,9,11,3.5,3312|3921|4478|5687|5690|5691|5692|5694|5695,HSPA8|RPSA|MSN|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-3.2,Down
Reactome Gene Sets,6,R-HSA-453274,Mitotic G2-G2/M phases,,-5.3,14,8.6,30284,159,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-3.2,Down
GO Biological Processes,19,GO:0055086,nucleobase-containing small molecule metabolic process,19_GO:0009987 cellular process,-5.3,6.2,6.7,30284,605,81,10,12,3.7,226|2618|3312|3945|4830|7360|7415|8833|11164|25824,ALDOA|GART|HSPA8|LDHB|NME1|UGP2|VCP|GMPS|NUDT5|PRDX5,-3.2,Down
Reactome Gene Sets,6,R-HSA-69306,DNA Replication,,-5.2,13,8.3,30284,169,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-3.1,Down
Reactome Gene Sets,6,R-HSA-162906,HIV Infection,,-5.1,13,8.1,30284,174,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-3,Down
GO Biological Processes,19,GO:0072521,purine-containing compound metabolic process,19_GO:0009987 cellular process,-5.1,6.7,6.7,30284,500,81,9,11,3.5,226|2618|3312|3945|4830|7415|8833|11164|25824,ALDOA|GART|HSPA8|LDHB|NME1|VCP|GMPS|NUDT5|PRDX5,-3,Down
Reactome Gene Sets,6,R-HSA-195721,Signaling by WNT,,-5.1,9.7,7.4,30284,269,81,7,8.6,3.1,5687|5690|5691|5692|5694|5695|8724,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|SNX3,-3,Down
Reactome Gene Sets,6,R-HSA-8878171,Transcriptional regulation by RUNX1,,-5,12,8,30284,180,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-2.9,Down
Reactome Gene Sets,6,R-HSA-114608,Platelet degranulation,,-5,18,8.9,30284,105,81,5,6.2,2.7,1950|5874|6403|6678|7114,EGF|RAB27B|SELP|SPARC|TMSB4X,-2.9,Down
GO Biological Processes,19,GO:2001233,regulation of apoptotic signaling pathway,19_GO:0050896 response to stimulus,-4.9,7.5,6.8,30284,399,81,8,9.9,3.3,351|2923|4000|5034|9958|10961|51060|56624,APP|PDIA3|LMNA|P4HB|USP15|ERP29|TXNDC12|ASAH2,-2.8,Down
Reactome Gene Sets,6,R-HSA-76005,Response to elevated platelet cytosolic Ca2+,,-4.9,17,8.7,30284,110,81,5,6.2,2.7,1950|5874|6403|6678|7114,EGF|RAB27B|SELP|SPARC|TMSB4X,-2.8,Down
GO Biological Processes,19,GO:0009150,purine ribonucleotide metabolic process,19_GO:0009987 cellular process,-4.9,9.1,7.2,30284,287,81,7,8.6,3.1,226|2618|3312|4830|7415|8833|11164,ALDOA|GART|HSPA8|NME1|VCP|GMPS|NUDT5,-2.8,Down
Reactome Gene Sets,6,R-HSA-201681,TCF dependent signaling in response to WNT,,-4.9,12,7.6,30284,194,81,6,7.4,2.9,5687|5690|5691|5692|5694|5695,PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-2.8,Down
Reactome Gene Sets,6,R-HSA-9824446,Viral Infection Pathways,,-4.8,5.4,6.1,30284,692,81,10,12,3.7,3312|3921|5687|5690|5691|5692|5694|5695|7334|7415,HSPA8|RPSA|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|UBE2N|VCP,-2.7,Down
GO Biological Processes,19,GO:0009259,ribonucleotide metabolic process,19_GO:0009987 cellular process,-4.7,8.5,6.8,30284,308,81,7,8.6,3.1,226|2618|3312|4830|7415|8833|11164,ALDOA|GART|HSPA8|NME1|VCP|GMPS|NUDT5,-2.6,Down
GO Biological Processes,19,GO:0019693,ribose phosphate metabolic process,19_GO:0009987 cellular process,-4.6,8.3,6.7,30284,316,81,7,8.6,3.1,226|2618|3312|4830|7415|8833|11164,ALDOA|GART|HSPA8|NME1|VCP|GMPS|NUDT5,-2.5,Down
Reactome Gene Sets,6,R-HSA-1640170,Cell Cycle,,-4.6,5.8,6,30284,584,81,9,11,3.5,4000|5687|5690|5691|5692|5694|5695|7334|9985,LMNA|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7|UBE2N|REC8,-2.5,Down
Reactome Gene Sets,6,R-HSA-5653656,Vesicle-mediated transport,,-4.6,5.8,6,30284,585,81,9,11,3.5,1950|2665|3312|5874|6678|7184|8775|10808|26153,EGF|GDI2|HSPA8|RAB27B|SPARC|HSP90B1|NAPA|HSPH1|KIF26A,-2.5,Down
Reactome Gene Sets,6,R-HSA-68886,M Phase,,-4.3,7.4,6.3,30284,354,81,7,8.6,3.1,4000|5687|5690|5691|5692|5694|5695,LMNA|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-2.2,Down
GO Biological Processes,19,GO:0016032,viral process,19_GO:0016032 viral process,-4.1,8.4,6.3,30284,266,81,6,7.4,2.9,2060|3921|7415|8665|10015|90861,EPS15|RPSA|VCP|EIF3F|PDCD6IP|JPT2,-2,Down
GO Biological Processes,19,GO:1902235,regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,19_GO:0050896 response to stimulus,-4,33,9.7,30284,34,81,3,3.7,2.1,351|10961|51060,APP|ERP29|TXNDC12,-1.9,Down
Reactome Gene Sets,6,R-HSA-2173782,Binding and Uptake of Ligands by Scavenger Receptors,,-3.9,32,9.5,30284,35,81,3,3.7,2.1,6678|7184|10808,SPARC|HSP90B1|HSPH1,-1.9,Down
Reactome Gene Sets,6,R-HSA-15869,Metabolism of nucleotides,,-3.9,16,7.5,30284,93,81,4,4.9,2.4,2618|4830|8833|11164,GART|NME1|GMPS|NUDT5,-1.9,Down
GO Biological Processes,19,GO:0048193,Golgi vesicle transport,19_GO:0051179 localization,-3.9,7.8,6,30284,289,81,6,7.4,2.9,2060|5034|7415|8724|8775|10133,EPS15|P4HB|VCP|SNX3|NAPA|OPTN,-1.8,Down
GO Biological Processes,19,GO:0019058,viral life cycle,19_GO:0016032 viral process,-3.9,10,6.5,30284,181,81,5,6.2,2.7,2060|3921|7415|10015|90861,EPS15|RPSA|VCP|PDCD6IP|JPT2,-1.8,Down
GO Biological Processes,19,GO:1903580,positive regulation of ATP metabolic process,19_GO:0048518 positive regulation of biological process,-3.9,30,9.2,30284,37,81,3,3.7,2.1,351|7114|7415,APP|TMSB4X|VCP,-1.8,Down
GO Biological Processes,19,GO:2001242,regulation of intrinsic apoptotic signaling pathway,19_GO:0050896 response to stimulus,-3.8,9.9,6.3,30284,189,81,5,6.2,2.7,351|5034|9958|10961|51060,APP|P4HB|USP15|ERP29|TXNDC12,-1.7,Down
GO Biological Processes,19,GO:0009205,purine ribonucleoside triphosphate metabolic process,19_GO:0009987 cellular process,-3.8,9.8,6.3,30284,190,81,5,6.2,2.7,226|3312|4830|7415|11164,ALDOA|HSPA8|NME1|VCP|NUDT5,-1.7,Down
GO Biological Processes,19,GO:0043254,regulation of protein-containing complex assembly,19_GO:0050789 regulation of biological process,-3.8,6,5.4,30284,438,81,7,8.6,3.1,3312|4478|5879|6403|7114|7415|8775,HSPA8|MSN|RAC1|SELP|TMSB4X|VCP|NAPA,-1.7,Down
GO Biological Processes,19,GO:0045981,positive regulation of nucleotide metabolic process,19_GO:0048518 positive regulation of biological process,-3.7,27,8.7,30284,41,81,3,3.7,2.1,351|7114|7415,APP|TMSB4X|VCP,-1.7,Down
GO Biological Processes,19,GO:1900544,positive regulation of purine nucleotide metabolic process,19_GO:0048518 positive regulation of biological process,-3.7,27,8.7,30284,41,81,3,3.7,2.1,351|7114|7415,APP|TMSB4X|VCP,-1.7,Down
GO Biological Processes,19,GO:0009199,ribonucleoside triphosphate metabolic process,19_GO:0009987 cellular process,-3.7,9.5,6.2,30284,197,81,5,6.2,2.7,226|3312|4830|7415|11164,ALDOA|HSPA8|NME1|VCP|NUDT5,-1.7,Down
GO Biological Processes,19,GO:0009144,purine nucleoside triphosphate metabolic process,19_GO:0009987 cellular process,-3.7,9.5,6.2,30284,197,81,5,6.2,2.7,226|3312|4830|7415|11164,ALDOA|HSPA8|NME1|VCP|NUDT5,-1.7,Down
GO Biological Processes,19,GO:0030335,positive regulation of cell migration,19_GO:0040011 locomotion,-3.7,5,5.1,30284,600,81,8,9.9,3.3,81|351|1950|3312|5879|6403|6678|7114,ACTN4|APP|EGF|HSPA8|RAC1|SELP|SPARC|TMSB4X,-1.6,Down
GO Biological Processes,19,GO:0007163,establishment or maintenance of cell polarity,19_GO:0009987 cellular process,-3.6,9.1,6,30284,205,81,5,6.2,2.7,4000|4478|5879|9053|10015,LMNA|MSN|RAC1|MAP7|PDCD6IP,-1.6,Down
WikiPathways,27,WP5426,HDAC6 interactions in the central nervous system,,-3.6,13,6.8,30284,112,81,4,4.9,2.4,3312|5879|7415|10133,HSPA8|RAC1|VCP|OPTN,-1.6,Down
Reactome Gene Sets,6,R-HSA-9020591,Interleukin-12 signaling,,-3.6,25,8.3,30284,45,81,3,3.7,2.1,4478|5034|5721,MSN|P4HB|PSME2,-1.6,Down
GO Biological Processes,19,GO:0009141,nucleoside triphosphate metabolic process,19_GO:0009987 cellular process,-3.6,8.8,5.9,30284,213,81,5,6.2,2.7,226|3312|4830|7415|11164,ALDOA|HSPA8|NME1|VCP|NUDT5,-1.5,Down
Reactome Gene Sets,6,R-HSA-76002,"Platelet activation, signaling and aggregation",,-3.6,8.8,5.9,30284,213,81,5,6.2,2.7,1950|5874|6403|6678|7114,EGF|RAB27B|SELP|SPARC|TMSB4X,-1.5,Down
Canonical Pathways,11,M183,PID IL6 7 PATHWAY,,-3.6,24,8.1,30284,47,81,3,3.7,2.1,5791|5879|7184,PTPRE|RAC1|HSP90B1,-1.5,Down
GO Biological Processes,19,GO:2000147,positive regulation of cell motility,19_GO:0040011 locomotion,-3.5,4.7,4.9,30284,630,81,8,9.9,3.3,81|351|1950|3312|5879|6403|6678|7114,ACTN4|APP|EGF|HSPA8|RAC1|SELP|SPARC|TMSB4X,-1.5,Down
Reactome Gene Sets,6,R-HSA-69278,"Cell Cycle, Mitotic",,-3.5,5.5,5.1,30284,475,81,7,8.6,3.1,4000|5687|5690|5691|5692|5694|5695,LMNA|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-1.5,Down
Canonical Pathways,11,M142,PID AJDISS 2PATHWAY,,-3.5,23,8,30284,48,81,3,3.7,2.1,1950|4830|5879,EGF|NME1|RAC1,-1.5,Down
GO Biological Processes,19,GO:0019362,pyridine nucleotide metabolic process,19_GO:0009987 cellular process,-3.5,12,6.5,30284,121,81,4,4.9,2.4,226|3945|7415|25824,ALDOA|LDHB|VCP|PRDX5,-1.5,Down
GO Biological Processes,19,GO:0046496,nicotinamide nucleotide metabolic process,19_GO:0009987 cellular process,-3.5,12,6.5,30284,121,81,4,4.9,2.4,226|3945|7415|25824,ALDOA|LDHB|VCP|PRDX5,-1.5,Down
Reactome Gene Sets,6,R-HSA-8953854,Metabolism of RNA,,-3.5,4.6,4.8,30284,644,81,8,9.9,3.3,3312|3921|5687|5690|5691|5692|5694|5695,HSPA8|RPSA|PSMA6|PSMB2|PSMB3|PSMB4|PSMB6|PSMB7,-1.5,Down
Reactome Gene Sets,6,R-HSA-447115,Interleukin-12 family signaling,,-3.5,22,7.9,30284,50,81,3,3.7,2.1,4478|5034|5721,MSN|P4HB|PSME2,-1.5,Down
GO Biological Processes,19,GO:0040017,positive regulation of locomotion,19_GO:0040011 locomotion,-3.5,4.6,4.8,30284,646,81,8,9.9,3.3,81|351|1950|3312|5879|6403|6678|7114,ACTN4|APP|EGF|HSPA8|RAC1|SELP|SPARC|TMSB4X,-1.5,Down
